City Id,City,Area Id,Area
22,Gopalganj,595,Kashiani Upazila
22,Gopalganj,596,Kotalipara Upazila
22,Gopalganj,597,Muksudpur Upazila
22,Gopalganj,598,Tungipara Upazila
23,Habiganj,599,Bahubal
23,Habiganj,600,Baniachang
23,Habiganj,601,Chunarughat
23,Habiganj,602,Habiganj Sadar
23,Habiganj,603,Lakhai
23,Habiganj,604,Madhabpur
23,Habiganj,606,Nabiganj
23,Habiganj,605,Shaistagonj Upazila
24,Hobiganj,607,Ajmiriganj
25,Jalkuri,608,Jalkuri
26,Jamalpur,609,Baksiganj Upazila
26,Jamalpur,610,Dewanganj Upazila
26,Jamalpur,611,Islampur Upazila
26,Jamalpur,612,Jamalpur Sadar Upazila
26,Jamalpur,613,Madarganj Upazila
26,Jamalpur,614,Melandaha Upazila
26,Jamalpur,615,Narundi Police I.C
26,Jamalpur,616,Sarishabari Upazila
5,Jessore,617,Abhaynagar Upazila
5,Jessore,618,Bagherpara Upazila
5,Jessore,5,Basundia
5,Jessore,13,Chanchra
5,Jessore,619,Chaugachha Upazila
5,Jessore,20,Churamankathi
5,Jessore,27,Jessore Airbach
5,Jessore,34,Jessore cantonment
5,Jessore,620,Jessore Sadar Upazila
5,Jessore,47,Jessore Upa-Shahar
5,Jessore,621,Jhikargachha Upazila
5,Jessore,622,Keshabpur Upazila
5,Jessore,623,Manirampur Upazila
5,Jessore,53,Rupdia
5,Jessore,624,Sharsha Upazila
27,Jhalokati,625,Jhalokati Sadar Upazila
27,Jhalokati,626,Kathalia Upazila
27,Jhalokati,627,Nalchity Upazila
27,Jhalokati,628,Rajapur Upazila
28,Jhenaidah,629,Harinakunda Upazila
28,Jhenaidah,630,Jhenaidah Sadar Upazila
28,Jhenaidah,631,Kaliganj Upazila
28,Jhenaidah,632,Kotchandpur Upazila
28,Jhenaidah,633,Maheshpur Upazila
28,Jhenaidah,634,Shailkupa Upazila
29,Joypurhat,635,Akkelpur
29,Joypurhat,636,Joypurhat Sadar
29,Joypurhat,637,Kalai
29,Joypurhat,638,Khetlal
29,Joypurhat,639,Panchbibi
30,Keraniganj,640,Keraniganj
31,Khagrachari,641,Dighinala Upazila
31,Khagrachari,642,Guimara Upazila
31,Khagrachari,644,Khagrachhari Upazila
31,Khagrachari,645,Lakshmichhari Upazila
31,Khagrachari,643,Mahalchhari Upazila
31,Khagrachari,646,Manikchhari Upazila
31,Khagrachari,647,Matiranga Upazila
31,Khagrachari,648,Panchhari Upazila
31,Khagrachari,649,Ramgarh Upazila
6,Khulna,650,Aranghata
6,Khulna,6,Atra Shilpa Area
6,Khulna,651,Batiaghata Upazila
6,Khulna,14,BIT Khulna
6,Khulna,652,Dacope Upazila
6,Khulna,653,Daulatpur
6,Khulna,654,Dighalia Upazila
6,Khulna,655,Dumuria Upazila
6,Khulna,656,Harintana
6,Khulna,28,Jahanabad Cantonment
6,Khulna,658,Khalishpur
6,Khulna,659,Khanjahan Ali
6,Khulna,35,Khulna G.P.O
6,Khulna,42,Khulna Sadar
6,Khulna,48,Khulna Shipyard
6,Khulna,54,Khulna University
6,Khulna,660,Kotwali
6,Khulna,661,Koyra Upazila
6,Khulna,662,Labanchora
6,Khulna,663,Paikgachha Upazila
6,Khulna,664,Phultala Upazila
6,Khulna,665,Rupsa Upazila
6,Khulna,58,Siramani
6,Khulna,666,Sonadanga
6,Khulna,62,Sonali Jute Mills
6,Khulna,667,Terokhada Upazila
32,Kishoreganj,668,Astagram Upazila
32,Kishoreganj,669,Bajitpur Upazila
32,Kishoreganj,671,Bhairab Upazila
32,Kishoreganj,672,Hossainpur Upazila
32,Kishoreganj,673,Itna Upazila
32,Kishoreganj,674,Karimganj Upazila
32,Kishoreganj,675,Katiadi Upazila
32,Kishoreganj,676,Kishoreganj Sadar Upazila
32,Kishoreganj,677,Kuliarchar Upazila
32,Kishoreganj,678,Mithamain Upazila
32,Kishoreganj,679,Nikli Upazila
32,Kishoreganj,680,Pakundia Upazila
32,Kishoreganj,681,Tarail Upazila
33,Kotbari,682,Kotbari
34,Kurigram,683,Bhurungamari
34,Kurigram,684,Char Rajibpur
34,Kurigram,685,Chilmari
34,Kurigram,686,Kurigram Sadar
34,Kurigram,687,Nageshwari
34,Kurigram,688,Phulbari
34,Kurigram,689,Rajarhat
34,Kurigram,690,Rowmari
34,Kurigram,691,Ulipur
35,Kushtia,693,Bheramara
35,Kushtia,694,Daulatpur
35,Kushtia,692,Khoksa
35,Kushtia,695,Kumarkhali
35,Kushtia,696,Kushtia Sadar
35,Kushtia,697,Mirpur
36,Lakshmipur,698,Chandragonj
36,Lakshmipur,699,Komol Nagar Upazila
36,Lakshmipur,700,Lakshmipur Sadar Upazila
36,Lakshmipur,701,Raipur Upazila
36,Lakshmipur,702,Ramganj Upazila
36,Lakshmipur,703,Ramgati Upazila
37,Lalmonirhat,704,Aditmari
37,Lalmonirhat,705,Hatibandha
37,Lalmonirhat,706,Kaliganj
37,Lalmonirhat,707,Lalmanirhat Sadar
37,Lalmonirhat,708,Patgram
38,Madaripur,709,Kalkini
38,Madaripur,710,Madaripur Sadar
38,Madaripur,711,Rajoir
38,Madaripur,712,Shibchar
39,Magura,713,Magura Sadar Upazila
39,Magura,714,Mohammadpur Upazila
39,Magura,715,Shalikha Upazila
39,Magura,716,Sreepur Upazila
40,Manikganj,717,Daulatpur Upazila
40,Manikganj,718,Ghior Upazila
40,Manikganj,719,Harirampur Upazila
40,Manikganj,720,Manikganj Sadar Upazila
40,Manikganj,721,Saturia Upazila
40,Manikganj,722,Shibalaya Upazila
40,Manikganj,723,Singair Upazila
41,Matuail,724,Matuail
42,Maulvibazar,725,Barlekha
42,Maulvibazar,726,Juri
42,Maulvibazar,727,Kamalganj
42,Maulvibazar,728,Kulaura
42,Maulvibazar,729,Moulvibazar Sadar
42,Maulvibazar,730,Rajnagar
42,Maulvibazar,731,Sreemangal
43,Meherpur,732,Gangni Upazila
43,Meherpur,733,Meherpur-S Upazila
43,Meherpur,734,Mujib Nagar Upazila
44,Munshiganj,735,Gazaria Upazila
44,Munshiganj,736,Lohajang Upazila
44,Munshiganj,737,Munshiganj Sadar Upazila
44,Munshiganj,738,Sirajdikhan Upazila
44,Munshiganj,739,Sreenagar Upazila
44,Munshiganj,740,Tongibari Upazila
45,Mymensingh,741,Bhaluka
45,Mymensingh,742,Dhobaura
45,Mymensingh,743,Fulbaria
45,Mymensingh,744,Gaffargaon
45,Mymensingh,745,Gauripur
45,Mymensingh,746,Haluaghat
45,Mymensingh,747,Ishwarganj
45,Mymensingh,748,Muktagachha
45,Mymensingh,749,Mymensingh Sadar
45,Mymensingh,750,Nandail
45,Mymensingh,751,Phulpur
45,Mymensingh,752,Tarakanda
45,Mymensingh,753,Trishal
46,Naogaon,754,Atrai Upazila
46,Naogaon,755,Badalgachhi Upazila
46,Naogaon,756,Dhamoirhat Upazila
46,Naogaon,757,Manda Upazila
46,Naogaon,758,Mohadevpur Upazila
46,Naogaon,759,Naogaon Sadar Upazila
46,Naogaon,760,Niamatpur Upazila
46,Naogaon,761,Patnitala Upazila
46,Naogaon,762,Porsha Upazila
46,Naogaon,763,Raninagar Upazila
46,Naogaon,764,Sapahar Upazila
47,Narail,765,Kalia Upazilla
47,Narail,766,Lohagara Upazilla
47,Narail,767,Naragati
47,Narail,768,Narail-S Upazilla
48,Narayanganj,770,Araihazar Upazila
48,Narayanganj,769,Bandar
48,Narayanganj,771,Chittagong Road
48,Narayanganj,772,Fatullah
48,Narayanganj,773,Naryanganj Sadar Upazila
48,Narayanganj,774,Rupganj Upazila
48,Narayanganj,775,Siddirgonj Upazila
48,Narayanganj,776,Signboard
48,Narayanganj,777,Sonargaon Upazila
49,Narsingdi,778,Belabo Upazila
49,Narsingdi,779,Monohardi Upazila
49,Narsingdi,780,Narsingdi Sadar Upazila
49,Narsingdi,781,Palash Upazila
49,Narsingdi,782,Raipura Upazila
49,Narsingdi,783,Shibpur Upazila
50,Natore,784,Bagatipara Upazila
50,Natore,785,Baraigram Upazila
50,Natore,786,Gurudaspur Upazila
50,Natore,787,Lalpur Upazila
50,Natore,789,Naldanga Upazila
50,Natore,788,Natore Sadar Upazila
50,Natore,790,Singra Upazila
51,Nawabganj,791,Bholahat Upazila
51,Nawabganj,792,Gomastapur Upazila
51,Nawabganj,793,Nachole Upazila
51,Nawabganj,794,Nawabganj Sadar Upazila
51,Nawabganj,795,Shibganj Upazila
52,Netrokona,796,Atpara Upazilla
52,Netrokona,797,Barhatta Upazilla
52,Netrokona,798,Durgapur Upazilla
52,Netrokona,799,Kalmakanda Upazilla
52,Netrokona,800,Kendua Upazilla
52,Netrokona,801,Khaliajuri Upazilla
52,Netrokona,802,Madan Upazilla
52,Netrokona,803,Mohanganj Upazilla
52,Netrokona,804,Netrakona-S Upazilla
52,Netrokona,805,Purbadhala Upazilla
53,Nilphamari,806,Dimla
53,Nilphamari,807,Domar
53,Nilphamari,808,Jaldhaka
53,Nilphamari,809,Kishoreganj
53,Nilphamari,810,Nilphamari Sadar
53,Nilphamari,811,Saidpur
54,Noakhali,812,Begumganj Upazila
54,Noakhali,813,Chatkhil Upazila
54,Noakhali,814,Companyganj Upazila
54,Noakhali,815,Hatia Upazila
54,Noakhali,816,Kobirhat Upazila
54,Noakhali,817,Noakhali Sadar Upazila
54,Noakhali,818,Shenbag Upazila
54,Noakhali,819,Sonaimuri Upazila
54,Noakhali,820,Suborno Char Upazila
55,Nobabganj,821,Nobabganj
56,Pabna,822,Atgharia Upazila
56,Pabna,823,Bera Upazila
56,Pabna,824,Bhangura Upazila
56,Pabna,825,Chatmohar Upazila
56,Pabna,826,Faridpur Upazila
56,Pabna,827,Ishwardi Upazila
56,Pabna,828,Pabna Sadar Upazila
56,Pabna,829,Santhia Upazila
56,Pabna,830,Sujanagar Upazila
57,Pagla,831,Pagla
58,Panchabati,832,Panchabati
59,Panchagarh,833,Atwari
59,Panchagarh,834,Boda
59,Panchagarh,835,Debiganj
59,Panchagarh,836,Panchagarh Sadar
59,Panchagarh,837,Tetulia
60,Patuakhali,838,Bauphal Upazila
60,Patuakhali,839,Dashmina Upazila
60,Patuakhali,840,Dumki Upazila
60,Patuakhali,841,Galachipa Upazila
60,Patuakhali,842,Kalapara Upazila
60,Patuakhali,843,Mirzaganj Upazila
60,Patuakhali,844,Patuakhali Sadar Upazila
60,Patuakhali,845,Rangabali Upazila
61,Pirojpur,846,Bhandaria
61,Pirojpur,847,Kaukhali
61,Pirojpur,848,Mathbaria
61,Pirojpur,849,Nazirpur
61,Pirojpur,850,Nesarabad
61,Pirojpur,851,Pirojpur Sadar
61,Pirojpur,852,Zianagar
62,Postogola,853,Postogola
63,Rajbari,854,Baliakandi Upazila
63,Rajbari,855,Goalandaghat Upazila
63,Rajbari,856,Kalukhali Upazila
63,Rajbari,857,Pangsha Upazila
63,Rajbari,858,Rajbari Sadar Upazila
64,Rajshahi,859,Bagha
64,Rajshahi,860,Bagmara
64,Rajshahi,861,Boalia
64,Rajshahi,862,Charghat
64,Rajshahi,863,Durgapur
64,Rajshahi,864,Godagari
64,Rajshahi,865,Mohanpur
64,Rajshahi,866,Motihar
64,Rajshahi,867,Paba
64,Rajshahi,868,Puthia
64,Rajshahi,869,Rajpara
64,Rajshahi,870,Sadar
64,Rajshahi,871,Shahmokhdum
64,Rajshahi,872,Tanore
65,Rangamati,873,Bagaichhari Upazila
65,Rangamati,874,Barkal Upazila
65,Rangamati,875,Belaichhari Upazila
65,Rangamati,876,Juraichhari Upazila
65,Rangamati,877,Kaptai Upazila
65,Rangamati,878,Kaukhali Upazila
65,Rangamati,879,Langadu Upazila
65,Rangamati,880,Nannerchar Upazila
65,Rangamati,881,Rajasthali Upazila
65,Rangamati,882,Rangamati Sadar Upazila
66,Rangpur,883,Badarganj
66,Rangpur,884,Gangachara
66,Rangpur,885,Gobindaganj
66,Rangpur,886,Kaunia
66,Rangpur,887,Mithapukur
66,Rangpur,888,Pirgachha
66,Rangpur,889,Pirganj
66,Rangpur,890,Rangpur Sadar
66,Rangpur,891,Taraganj
67,Satkhira,892,Assasuni Upazila
67,Satkhira,893,Debhata Upazila
67,Satkhira,894,Kalaroa Upazila
67,Satkhira,895,Kaliganj Upazila
67,Satkhira,896,Satkhira Sadar Upazila
67,Satkhira,897,Shyamnagar Upazila
67,Satkhira,898,Tala Upazila
68,Savar,899,Baipayal
68,Savar,900,Bank Town
68,Savar,901,Boilapur
68,Savar,902,EPZ-Savar
68,Savar,903,Fulbariya
68,Savar,904,Genda
68,Savar,905,Hemayatpur
68,Savar,906,Nobinagar
68,Savar,907,Savar Bazar
68,Savar,908,Savar Bus Stand
68,Savar,909,Ulain
69,Shariatpur,910,Bhedarganj Upazila
69,Shariatpur,911,Damudya Upazila
69,Shariatpur,912,Gosairhat Upazila
69,Shariatpur,913,Jajira Upazila
69,Shariatpur,914,Naria Upazila
69,Shariatpur,915,Shariatpur Sadar -Palong
70,Sherpur,916,Jhenaigati Upazila
70,Sherpur,917,Nakla Upazila
70,Sherpur,918,Nalitabari Upazila
70,Sherpur,919,Sherpur Sadar Upazila
70,Sherpur,920,Sreebardi Upazila
71,Shibu Market,921,Shibu Market
72,Shyampur,922,Shyampur
73,Siddhirganj,923,Siddhirganj
74,Sirajgonj,924,Belkuchi Upazila
74,Sirajgonj,925,Chauhali Upazila
74,Sirajgonj,926,Kamarkhanda Upazila
74,Sirajgonj,927,Kazipur Upazila
74,Sirajgonj,928,Raiganj Upazila
74,Sirajgonj,929,Shahjadpur Upazila
74,Sirajgonj,930,Sirajganj Sadar Upazila
74,Sirajgonj,931,Tarash Upazila
74,Sirajgonj,932,Ullahpara Upazila
75,Sunamganj,933,Bishwamvarpur
75,Sunamganj,934,Chhatak
75,Sunamganj,935,Dakshin Sunamganj
75,Sunamganj,936,Derai
75,Sunamganj,937,Dharampasha
75,Sunamganj,938,Dowarabazar
75,Sunamganj,939,Jagannathpur
75,Sunamganj,940,Jamalganj
75,Sunamganj,941,Shanthiganj
75,Sunamganj,942,Sulla
75,Sunamganj,943,Sunamganj Sadar
75,Sunamganj,944,Tahirpur
3,Sylhet,945,Airport
3,Sylhet,946,Akhalia
3,Sylhet,947,Amborkhana
3,Sylhet,948,Baghbari
3,Sylhet,949,Balaganj
3,Sylhet,950,Baluchor
3,Sylhet,951,Barutkhana
3,Sylhet,952,Beanibazar
3,Sylhet,953,BGB Camp
3,Sylhet,954,Bishwanath
3,Sylhet,955,Bondorbazar
3,Sylhet,956,Cantonment (Boteshsor)
3,Sylhet,957,Chalibondor
3,Sylhet,958,Chowhatta
3,Sylhet,959,Chowkideki
3,Sylhet,960,Companiganj
3,Sylhet,961,Dakshin Surma Upazila
3,Sylhet,962,Dupadigirpar
3,Sylhet,963,Electric supply- Sylhet
3,Sylhet,964,Fenchuganj
3,Sylhet,965,Golapganj
3,Sylhet,966,Gowainghat
3,Sylhet,967,Hawapara
3,Sylhet,968,Hazrat Shah Paran
3,Sylhet,969,Housing state
3,Sylhet,970,Islampur (mejortila)
3,Sylhet,971,Jaintiapur
3,Sylhet,11,Jalalabad
3,Sylhet,19,Jalalabad Cantoment
3,Sylhet,972,Jollarpar
3,Sylhet,973,Kalighat
3,Sylhet,974,Kanaighat
3,Sylhet,975,Kanisail
3,Sylhet,976,Kazirbazar
3,Sylhet,977,Kazitula
3,Sylhet,978,Kean Bridge
3,Sylhet,979,Khadim
3,Sylhet,40,Khadimnagar
3,Sylhet,980,Khastobir
3,Sylhet,981,Kowtali
3,Sylhet,982,Krishi University (Alur Tol)
3,Sylhet,983,Kumarpara
3,Sylhet,46,Lalbazar
3,Sylhet,984,Laldigirpar
3,Sylhet,985,Lamabazar
3,Sylhet,986,MC College
3,Sylhet,987,Medical Sylhet
3,Sylhet,988,Mirabazar
3,Sylhet,989,Mirboxtula
3,Sylhet,990,Mirzajangal
3,Sylhet,991,Modina Market
3,Sylhet,52,Mogla
3,Sylhet,992,Moglabazar
3,Sylhet,993,Moulvibazar
3,Sylhet,994,Nayasorok
3,Sylhet,995,Neharipara
3,Sylhet,996,Niorpul
3,Sylhet,997,Nobigonj
3,Sylhet,998,Osmani Nagar
3,Sylhet,999,Pathantula
3,Sylhet,1000,Police Line Sylhet
3,Sylhet,1001,Rajargoli
3,Sylhet,57,Ranga Hajiganj
3,Sylhet,1002,Shahi Eid gah
3,Sylhet,1003,Shahjalal University of Science & Technology
3,Sylhet,1004,Shahporan
3,Sylhet,1005,Shamimabad
3,Sylhet,1006,Shaplabag-Sylhet
3,Sylhet,1007,Shibgonj
3,Sylhet,65,Silam
3,Sylhet,1008,South Surma
3,Sylhet,1009,Subhanighat
3,Sylhet,1010,Subid Bazar
3,Sylhet,68,Sylhet Sadar
3,Sylhet,74,Sylhet Cadet Col
3,Sylhet,1012,Taltota Sylhet
3,Sylhet,1013,Tatipara
3,Sylhet,1014,Tilagor
3,Sylhet,1015,Uposhohor
3,Sylhet,1016,Zakiganj
3,Sylhet,1017,Zindabazar
76,Tangail,1018,Basail Upazila
76,Tangail,1019,Bhuapur Upazila
76,Tangail,1020,Delduar Upazila
76,Tangail,1021,Dhanbari Upazila
76,Tangail,1022,Ghatail Upazila
76,Tangail,1023,Gopalpur Upazila
76,Tangail,1024,Kalihati Upazila
76,Tangail,1025,Madhupur Upazila
76,Tangail,1026,Mirzapur Upazila
76,Tangail,1027,Nagarpur Upazila
76,Tangail,1028,Sakhipur Upazila
76,Tangail,1029,Tangail Sadar Upazila
77,Thakurgaon,1030,Baliadangi Upazila
77,Thakurgaon,1031,Haripur Upazila
77,Thakurgaon,1032,Pirganj Upazila
77,Thakurgaon,1033,Ranisankail Upazila
77,Thakurgaon,1034,Thakurgaon Sadar Upazila
78,Tongi,1035,Tongi
